"";"Class";"Sex";"Age";"Survived";"Freq"
"642";"3rd";"Male";"Adult";"No";387
"643";"3rd";"Male";"Adult";"No";387
"644";"3rd";"Male";"Adult";"No";387
"645";"3rd";"Male";"Adult";"No";387
"646";"3rd";"Male";"Adult";"No";387
"647";"3rd";"Male";"Adult";"No";387
"648";"3rd";"Male";"Adult";"No";387
"649";"3rd";"Male";"Adult";"No";387
"650";"3rd";"Male";"Adult";"No";387
"651";"3rd";"Male";"Adult";"No";387
"652";"3rd";"Male";"Adult";"No";387
"653";"3rd";"Male";"Adult";"No";387
"654";"3rd";"Male";"Adult";"No";387
"655";"3rd";"Male";"Adult";"No";387
"656";"3rd";"Male";"Adult";"No";387
"657";"3rd";"Male";"Adult";"No";387
"658";"3rd";"Male";"Adult";"No";387
"659";"3rd";"Male";"Adult";"No";387
"660";"3rd";"Male";"Adult";"No";387
"661";"3rd";"Male";"Adult";"No";387
"662";"3rd";"Male";"Adult";"No";387
"663";"3rd";"Male";"Adult";"No";387
"664";"3rd";"Male";"Adult";"No";387
"665";"3rd";"Male";"Adult";"No";387
"666";"3rd";"Male";"Adult";"No";387
"667";"3rd";"Male";"Adult";"No";387
"668";"3rd";"Male";"Adult";"No";387
"669";"3rd";"Male";"Adult";"No";387
"670";"3rd";"Male";"Adult";"No";387
"671";"3rd";"Male";"Adult";"No";387
"672";"3rd";"Male";"Adult";"No";387
"673";"3rd";"Male";"Adult";"No";387
"674";"3rd";"Male";"Adult";"No";387
"675";"3rd";"Male";"Adult";"No";387
"676";"3rd";"Male";"Adult";"No";387
"677";"3rd";"Male";"Adult";"No";387
"678";"3rd";"Male";"Adult";"No";387
"679";"3rd";"Male";"Adult";"No";387
"680";"3rd";"Male";"Adult";"No";387
"681";"3rd";"Male";"Adult";"No";387
"682";"3rd";"Male";"Adult";"No";387
"683";"3rd";"Male";"Adult";"No";387
"684";"3rd";"Male";"Adult";"No";387
"685";"3rd";"Male";"Adult";"No";387
"686";"3rd";"Male";"Adult";"No";387
"687";"3rd";"Male";"Adult";"No";387
"688";"3rd";"Male";"Adult";"No";387
"689";"3rd";"Male";"Adult";"No";387
"690";"3rd";"Male";"Adult";"No";387
"691";"3rd";"Male";"Adult";"No";387
"692";"3rd";"Male";"Adult";"No";387
"693";"3rd";"Male";"Adult";"No";387
"694";"3rd";"Male";"Adult";"No";387
"695";"3rd";"Male";"Adult";"No";387
"696";"3rd";"Male";"Adult";"No";387
"697";"3rd";"Male";"Adult";"No";387
"698";"3rd";"Male";"Adult";"No";387
"699";"3rd";"Male";"Adult";"No";387
"700";"3rd";"Male";"Adult";"No";387
"701";"3rd";"Male";"Adult";"No";387
"702";"3rd";"Male";"Adult";"No";387
"703";"3rd";"Male";"Adult";"No";387
"704";"3rd";"Male";"Adult";"No";387
"705";"3rd";"Male";"Adult";"No";387
"706";"3rd";"Male";"Adult";"No";387
"707";"3rd";"Male";"Adult";"No";387
"708";"3rd";"Male";"Adult";"No";387
"709";"3rd";"Male";"Adult";"No";387
"710";"3rd";"Male";"Adult";"No";387
"711";"3rd";"Male";"Adult";"No";387
"712";"Crew";"Male";"Adult";"No";670
"713";"Crew";"Male";"Adult";"No";670
"714";"Crew";"Male";"Adult";"No";670
"715";"Crew";"Male";"Adult";"No";670
"716";"Crew";"Male";"Adult";"No";670
"717";"Crew";"Male";"Adult";"No";670
"718";"Crew";"Male";"Adult";"No";670
"719";"Crew";"Male";"Adult";"No";670
"720";"Crew";"Male";"Adult";"No";670
"721";"Crew";"Male";"Adult";"No";670
"722";"Crew";"Male";"Adult";"No";670
"723";"Crew";"Male";"Adult";"No";670
"724";"Crew";"Male";"Adult";"No";670
"725";"Crew";"Male";"Adult";"No";670
"726";"Crew";"Male";"Adult";"No";670
"727";"Crew";"Male";"Adult";"No";670
"728";"Crew";"Male";"Adult";"No";670
"729";"Crew";"Male";"Adult";"No";670
"730";"Crew";"Male";"Adult";"No";670
"731";"Crew";"Male";"Adult";"No";670
"732";"Crew";"Male";"Adult";"No";670
"733";"Crew";"Male";"Adult";"No";670
"734";"Crew";"Male";"Adult";"No";670
"735";"Crew";"Male";"Adult";"No";670
"736";"Crew";"Male";"Adult";"No";670
"737";"Crew";"Male";"Adult";"No";670
"738";"Crew";"Male";"Adult";"No";670
"739";"Crew";"Male";"Adult";"No";670
"740";"Crew";"Male";"Adult";"No";670
"741";"Crew";"Male";"Adult";"No";670
"742";"Crew";"Male";"Adult";"No";670
"743";"Crew";"Male";"Adult";"No";670
"744";"Crew";"Male";"Adult";"No";670
"745";"Crew";"Male";"Adult";"No";670
"746";"Crew";"Male";"Adult";"No";670
"747";"Crew";"Male";"Adult";"No";670
"748";"Crew";"Male";"Adult";"No";670
"749";"Crew";"Male";"Adult";"No";670
"750";"Crew";"Male";"Adult";"No";670
"751";"Crew";"Male";"Adult";"No";670
"752";"Crew";"Male";"Adult";"No";670
"753";"Crew";"Male";"Adult";"No";670
"754";"Crew";"Male";"Adult";"No";670
"755";"Crew";"Male";"Adult";"No";670
"756";"Crew";"Male";"Adult";"No";670
"757";"Crew";"Male";"Adult";"No";670
"758";"Crew";"Male";"Adult";"No";670
"759";"Crew";"Male";"Adult";"No";670
"760";"Crew";"Male";"Adult";"No";670
"761";"Crew";"Male";"Adult";"No";670
"762";"Crew";"Male";"Adult";"No";670
"763";"Crew";"Male";"Adult";"No";670
"764";"Crew";"Male";"Adult";"No";670
"765";"Crew";"Male";"Adult";"No";670
"766";"Crew";"Male";"Adult";"No";670
"767";"Crew";"Male";"Adult";"No";670
"768";"Crew";"Male";"Adult";"No";670
"769";"Crew";"Male";"Adult";"No";670
"770";"Crew";"Male";"Adult";"No";670
"771";"Crew";"Male";"Adult";"No";670
"772";"Crew";"Male";"Adult";"No";670
"773";"Crew";"Male";"Adult";"No";670
"774";"Crew";"Male";"Adult";"No";670
"775";"Crew";"Male";"Adult";"No";670
"776";"Crew";"Male";"Adult";"No";670
"777";"Crew";"Male";"Adult";"No";670
"778";"Crew";"Male";"Adult";"No";670
"779";"Crew";"Male";"Adult";"No";670
"780";"Crew";"Male";"Adult";"No";670
"781";"Crew";"Male";"Adult";"No";670
"782";"Crew";"Male";"Adult";"No";670
"783";"Crew";"Male";"Adult";"No";670
"784";"Crew";"Male";"Adult";"No";670
"785";"Crew";"Male";"Adult";"No";670
"786";"Crew";"Male";"Adult";"No";670
"787";"Crew";"Male";"Adult";"No";670
"788";"Crew";"Male";"Adult";"No";670
"789";"Crew";"Male";"Adult";"No";670
"790";"Crew";"Male";"Adult";"No";670
"791";"Crew";"Male";"Adult";"No";670
"792";"Crew";"Male";"Adult";"No";670
"793";"Crew";"Male";"Adult";"No";670
"794";"Crew";"Male";"Adult";"No";670
"795";"Crew";"Male";"Adult";"No";670
"796";"Crew";"Male";"Adult";"No";670
"797";"Crew";"Male";"Adult";"No";670
"798";"Crew";"Male";"Adult";"No";670
"799";"Crew";"Male";"Adult";"No";670
"800";"Crew";"Male";"Adult";"No";670
"801";"Crew";"Male";"Adult";"No";670
"802";"Crew";"Male";"Adult";"No";670
"803";"Crew";"Male";"Adult";"No";670
"804";"Crew";"Male";"Adult";"No";670
"805";"Crew";"Male";"Adult";"No";670
"806";"Crew";"Male";"Adult";"No";670
"807";"Crew";"Male";"Adult";"No";670
"808";"Crew";"Male";"Adult";"No";670
"809";"Crew";"Male";"Adult";"No";670
"810";"Crew";"Male";"Adult";"No";670
"811";"Crew";"Male";"Adult";"No";670
"812";"Crew";"Male";"Adult";"No";670
"813";"Crew";"Male";"Adult";"No";670
"814";"Crew";"Male";"Adult";"No";670
"815";"Crew";"Male";"Adult";"No";670
"816";"Crew";"Male";"Adult";"No";670
"817";"Crew";"Male";"Adult";"No";670
"818";"Crew";"Male";"Adult";"No";670
"819";"Crew";"Male";"Adult";"No";670
"820";"Crew";"Male";"Adult";"No";670
"821";"Crew";"Male";"Adult";"No";670
"822";"Crew";"Male";"Adult";"No";670
"823";"Crew";"Male";"Adult";"No";670
"824";"Crew";"Male";"Adult";"No";670
"825";"Crew";"Male";"Adult";"No";670
"826";"Crew";"Male";"Adult";"No";670
"827";"Crew";"Male";"Adult";"No";670
"828";"Crew";"Male";"Adult";"No";670
"829";"Crew";"Male";"Adult";"No";670
"830";"Crew";"Male";"Adult";"No";670
"831";"Crew";"Male";"Adult";"No";670
"832";"Crew";"Male";"Adult";"No";670
"833";"Crew";"Male";"Adult";"No";670
"834";"Crew";"Male";"Adult";"No";670
"835";"Crew";"Male";"Adult";"No";670
"836";"Crew";"Male";"Adult";"No";670
"837";"Crew";"Male";"Adult";"No";670
"838";"Crew";"Male";"Adult";"No";670
"839";"Crew";"Male";"Adult";"No";670
"840";"Crew";"Male";"Adult";"No";670
"841";"Crew";"Male";"Adult";"No";670
"842";"Crew";"Male";"Adult";"No";670
"843";"Crew";"Male";"Adult";"No";670
"844";"Crew";"Male";"Adult";"No";670
"845";"Crew";"Male";"Adult";"No";670
"846";"Crew";"Male";"Adult";"No";670
"847";"Crew";"Male";"Adult";"No";670
"848";"Crew";"Male";"Adult";"No";670
"849";"Crew";"Male";"Adult";"No";670
"850";"Crew";"Male";"Adult";"No";670
"851";"Crew";"Male";"Adult";"No";670
"852";"Crew";"Male";"Adult";"No";670
"853";"Crew";"Male";"Adult";"No";670
"854";"Crew";"Male";"Adult";"No";670
"855";"Crew";"Male";"Adult";"No";670
"856";"Crew";"Male";"Adult";"No";670
"857";"Crew";"Male";"Adult";"No";670
"858";"Crew";"Male";"Adult";"No";670
"859";"Crew";"Male";"Adult";"No";670
"860";"Crew";"Male";"Adult";"No";670
"861";"Crew";"Male";"Adult";"No";670
"862";"Crew";"Male";"Adult";"No";670
"863";"Crew";"Male";"Adult";"No";670
"864";"Crew";"Male";"Adult";"No";670
"865";"Crew";"Male";"Adult";"No";670
"866";"Crew";"Male";"Adult";"No";670
"867";"Crew";"Male";"Adult";"No";670
"868";"Crew";"Male";"Adult";"No";670
"869";"Crew";"Male";"Adult";"No";670
"870";"Crew";"Male";"Adult";"No";670
"871";"Crew";"Male";"Adult";"No";670
"872";"Crew";"Male";"Adult";"No";670
"873";"Crew";"Male";"Adult";"No";670
"874";"Crew";"Male";"Adult";"No";670
"875";"Crew";"Male";"Adult";"No";670
"876";"Crew";"Male";"Adult";"No";670
"877";"Crew";"Male";"Adult";"No";670
"878";"Crew";"Male";"Adult";"No";670
"879";"Crew";"Male";"Adult";"No";670
"880";"Crew";"Male";"Adult";"No";670
"881";"Crew";"Male";"Adult";"No";670
"882";"Crew";"Male";"Adult";"No";670
"883";"Crew";"Male";"Adult";"No";670
"884";"Crew";"Male";"Adult";"No";670
"885";"Crew";"Male";"Adult";"No";670
"886";"Crew";"Male";"Adult";"No";670
"887";"Crew";"Male";"Adult";"No";670
"888";"Crew";"Male";"Adult";"No";670
"889";"Crew";"Male";"Adult";"No";670
"890";"Crew";"Male";"Adult";"No";670
"891";"Crew";"Male";"Adult";"No";670
"892";"Crew";"Male";"Adult";"No";670
"893";"Crew";"Male";"Adult";"No";670
"894";"Crew";"Male";"Adult";"No";670
"895";"Crew";"Male";"Adult";"No";670
"896";"Crew";"Male";"Adult";"No";670
"897";"Crew";"Male";"Adult";"No";670
"898";"Crew";"Male";"Adult";"No";670
"899";"Crew";"Male";"Adult";"No";670
"900";"Crew";"Male";"Adult";"No";670
"901";"Crew";"Male";"Adult";"No";670
"902";"Crew";"Male";"Adult";"No";670
"903";"Crew";"Male";"Adult";"No";670
"904";"Crew";"Male";"Adult";"No";670
"905";"Crew";"Male";"Adult";"No";670
"906";"Crew";"Male";"Adult";"No";670
"907";"Crew";"Male";"Adult";"No";670
"908";"Crew";"Male";"Adult";"No";670
"909";"Crew";"Male";"Adult";"No";670
"910";"Crew";"Male";"Adult";"No";670
"911";"Crew";"Male";"Adult";"No";670
"912";"Crew";"Male";"Adult";"No";670
"913";"Crew";"Male";"Adult";"No";670
"914";"Crew";"Male";"Adult";"No";670
"915";"Crew";"Male";"Adult";"No";670
"916";"Crew";"Male";"Adult";"No";670
"917";"Crew";"Male";"Adult";"No";670
"918";"Crew";"Male";"Adult";"No";670
"919";"Crew";"Male";"Adult";"No";670
"920";"Crew";"Male";"Adult";"No";670
"921";"Crew";"Male";"Adult";"No";670
"922";"Crew";"Male";"Adult";"No";670
"923";"Crew";"Male";"Adult";"No";670
"924";"Crew";"Male";"Adult";"No";670
"925";"Crew";"Male";"Adult";"No";670
"926";"Crew";"Male";"Adult";"No";670
"927";"Crew";"Male";"Adult";"No";670
"928";"Crew";"Male";"Adult";"No";670
"929";"Crew";"Male";"Adult";"No";670
"930";"Crew";"Male";"Adult";"No";670
"931";"Crew";"Male";"Adult";"No";670
"932";"Crew";"Male";"Adult";"No";670
"933";"Crew";"Male";"Adult";"No";670
"934";"Crew";"Male";"Adult";"No";670
"935";"Crew";"Male";"Adult";"No";670
"936";"Crew";"Male";"Adult";"No";670
"937";"Crew";"Male";"Adult";"No";670
"938";"Crew";"Male";"Adult";"No";670
"939";"Crew";"Male";"Adult";"No";670
"940";"Crew";"Male";"Adult";"No";670
"941";"Crew";"Male";"Adult";"No";670
"942";"Crew";"Male";"Adult";"No";670
"943";"Crew";"Male";"Adult";"No";670
"944";"Crew";"Male";"Adult";"No";670
"945";"Crew";"Male";"Adult";"No";670
"946";"Crew";"Male";"Adult";"No";670
"947";"Crew";"Male";"Adult";"No";670
"948";"Crew";"Male";"Adult";"No";670
"949";"Crew";"Male";"Adult";"No";670
"950";"Crew";"Male";"Adult";"No";670
"951";"Crew";"Male";"Adult";"No";670
"952";"Crew";"Male";"Adult";"No";670
"953";"Crew";"Male";"Adult";"No";670
"954";"Crew";"Male";"Adult";"No";670
"955";"Crew";"Male";"Adult";"No";670
"956";"Crew";"Male";"Adult";"No";670
"957";"Crew";"Male";"Adult";"No";670
"958";"Crew";"Male";"Adult";"No";670
"959";"Crew";"Male";"Adult";"No";670
"960";"Crew";"Male";"Adult";"No";670
"961";"Crew";"Male";"Adult";"No";670
"962";"Crew";"Male";"Adult";"No";670
"963";"Crew";"Male";"Adult";"No";670
"964";"Crew";"Male";"Adult";"No";670
"965";"Crew";"Male";"Adult";"No";670
"966";"Crew";"Male";"Adult";"No";670
"967";"Crew";"Male";"Adult";"No";670
"968";"Crew";"Male";"Adult";"No";670
"969";"Crew";"Male";"Adult";"No";670
"970";"Crew";"Male";"Adult";"No";670
"971";"Crew";"Male";"Adult";"No";670
"972";"Crew";"Male";"Adult";"No";670
"973";"Crew";"Male";"Adult";"No";670
"974";"Crew";"Male";"Adult";"No";670
"975";"Crew";"Male";"Adult";"No";670
"976";"Crew";"Male";"Adult";"No";670
"977";"Crew";"Male";"Adult";"No";670
"978";"Crew";"Male";"Adult";"No";670
"979";"Crew";"Male";"Adult";"No";670
"980";"Crew";"Male";"Adult";"No";670
"981";"Crew";"Male";"Adult";"No";670
"982";"Crew";"Male";"Adult";"No";670
"983";"Crew";"Male";"Adult";"No";670
"984";"Crew";"Male";"Adult";"No";670
"985";"Crew";"Male";"Adult";"No";670
"986";"Crew";"Male";"Adult";"No";670
"987";"Crew";"Male";"Adult";"No";670
"988";"Crew";"Male";"Adult";"No";670
"989";"Crew";"Male";"Adult";"No";670
"990";"Crew";"Male";"Adult";"No";670
"991";"Crew";"Male";"Adult";"No";670
"992";"Crew";"Male";"Adult";"No";670
"993";"Crew";"Male";"Adult";"No";670
"994";"Crew";"Male";"Adult";"No";670
"995";"Crew";"Male";"Adult";"No";670
"996";"Crew";"Male";"Adult";"No";670
"997";"Crew";"Male";"Adult";"No";670
"998";"Crew";"Male";"Adult";"No";670
"999";"Crew";"Male";"Adult";"No";670
"1000";"Crew";"Male";"Adult";"No";670
"1001";"Crew";"Male";"Adult";"No";670
"1002";"Crew";"Male";"Adult";"No";670
"1003";"Crew";"Male";"Adult";"No";670
"1004";"Crew";"Male";"Adult";"No";670
"1005";"Crew";"Male";"Adult";"No";670
"1006";"Crew";"Male";"Adult";"No";670
"1007";"Crew";"Male";"Adult";"No";670
"1008";"Crew";"Male";"Adult";"No";670
"1009";"Crew";"Male";"Adult";"No";670
"1010";"Crew";"Male";"Adult";"No";670
"1011";"Crew";"Male";"Adult";"No";670
"1012";"Crew";"Male";"Adult";"No";670
"1013";"Crew";"Male";"Adult";"No";670
"1014";"Crew";"Male";"Adult";"No";670
"1015";"Crew";"Male";"Adult";"No";670
"1016";"Crew";"Male";"Adult";"No";670
"1017";"Crew";"Male";"Adult";"No";670
"1018";"Crew";"Male";"Adult";"No";670
"1019";"Crew";"Male";"Adult";"No";670
"1020";"Crew";"Male";"Adult";"No";670
"1021";"Crew";"Male";"Adult";"No";670
"1022";"Crew";"Male";"Adult";"No";670
"1023";"Crew";"Male";"Adult";"No";670
"1024";"Crew";"Male";"Adult";"No";670
"1025";"Crew";"Male";"Adult";"No";670
"1026";"Crew";"Male";"Adult";"No";670
"1027";"Crew";"Male";"Adult";"No";670
"1028";"Crew";"Male";"Adult";"No";670
"1029";"Crew";"Male";"Adult";"No";670
"1030";"Crew";"Male";"Adult";"No";670
"1031";"Crew";"Male";"Adult";"No";670
"1032";"Crew";"Male";"Adult";"No";670
"1033";"Crew";"Male";"Adult";"No";670
"1034";"Crew";"Male";"Adult";"No";670
"1035";"Crew";"Male";"Adult";"No";670
"1036";"Crew";"Male";"Adult";"No";670
"1037";"Crew";"Male";"Adult";"No";670
"1038";"Crew";"Male";"Adult";"No";670
"1039";"Crew";"Male";"Adult";"No";670
"1040";"Crew";"Male";"Adult";"No";670
"1041";"Crew";"Male";"Adult";"No";670
"1042";"Crew";"Male";"Adult";"No";670
"1043";"Crew";"Male";"Adult";"No";670
"1044";"Crew";"Male";"Adult";"No";670
"1045";"Crew";"Male";"Adult";"No";670
"1046";"Crew";"Male";"Adult";"No";670
"1047";"Crew";"Male";"Adult";"No";670
"1048";"Crew";"Male";"Adult";"No";670
"1049";"Crew";"Male";"Adult";"No";670
"1050";"Crew";"Male";"Adult";"No";670
"1051";"Crew";"Male";"Adult";"No";670
"1052";"Crew";"Male";"Adult";"No";670
"1053";"Crew";"Male";"Adult";"No";670
"1054";"Crew";"Male";"Adult";"No";670
"1055";"Crew";"Male";"Adult";"No";670
"1056";"Crew";"Male";"Adult";"No";670
"1057";"Crew";"Male";"Adult";"No";670
"1058";"Crew";"Male";"Adult";"No";670
"1059";"Crew";"Male";"Adult";"No";670
"1060";"Crew";"Male";"Adult";"No";670
"1061";"Crew";"Male";"Adult";"No";670
"1062";"Crew";"Male";"Adult";"No";670
"1063";"Crew";"Male";"Adult";"No";670
"1064";"Crew";"Male";"Adult";"No";670
"1065";"Crew";"Male";"Adult";"No";670
"1066";"Crew";"Male";"Adult";"No";670
"1067";"Crew";"Male";"Adult";"No";670
"1068";"Crew";"Male";"Adult";"No";670
"1069";"Crew";"Male";"Adult";"No";670
"1070";"Crew";"Male";"Adult";"No";670
"1071";"Crew";"Male";"Adult";"No";670
"1072";"Crew";"Male";"Adult";"No";670
"1073";"Crew";"Male";"Adult";"No";670
"1074";"Crew";"Male";"Adult";"No";670
"1075";"Crew";"Male";"Adult";"No";670
"1076";"Crew";"Male";"Adult";"No";670
"1077";"Crew";"Male";"Adult";"No";670
"1078";"Crew";"Male";"Adult";"No";670
"1079";"Crew";"Male";"Adult";"No";670
"1080";"Crew";"Male";"Adult";"No";670
"1081";"Crew";"Male";"Adult";"No";670
"1082";"Crew";"Male";"Adult";"No";670
"1083";"Crew";"Male";"Adult";"No";670
"1084";"Crew";"Male";"Adult";"No";670
"1085";"Crew";"Male";"Adult";"No";670
"1086";"Crew";"Male";"Adult";"No";670
"1087";"Crew";"Male";"Adult";"No";670
"1088";"Crew";"Male";"Adult";"No";670
"1089";"Crew";"Male";"Adult";"No";670
"1090";"Crew";"Male";"Adult";"No";670
"1091";"Crew";"Male";"Adult";"No";670
"1092";"Crew";"Male";"Adult";"No";670
"1093";"Crew";"Male";"Adult";"No";670
"1094";"Crew";"Male";"Adult";"No";670
"1095";"Crew";"Male";"Adult";"No";670
"1096";"Crew";"Male";"Adult";"No";670
"1097";"Crew";"Male";"Adult";"No";670
"1098";"Crew";"Male";"Adult";"No";670
"1099";"Crew";"Male";"Adult";"No";670
"1100";"Crew";"Male";"Adult";"No";670
"1101";"Crew";"Male";"Adult";"No";670
"1102";"Crew";"Male";"Adult";"No";670
"1103";"Crew";"Male";"Adult";"No";670
"1104";"Crew";"Male";"Adult";"No";670
"1105";"Crew";"Male";"Adult";"No";670
"1106";"Crew";"Male";"Adult";"No";670
"1107";"Crew";"Male";"Adult";"No";670
"1108";"Crew";"Male";"Adult";"No";670
"1109";"Crew";"Male";"Adult";"No";670
"1110";"Crew";"Male";"Adult";"No";670
"1111";"Crew";"Male";"Adult";"No";670
"1112";"Crew";"Male";"Adult";"No";670
"1113";"Crew";"Male";"Adult";"No";670
"1114";"Crew";"Male";"Adult";"No";670
"1115";"Crew";"Male";"Adult";"No";670
"1116";"Crew";"Male";"Adult";"No";670
"1117";"Crew";"Male";"Adult";"No";670
"1118";"Crew";"Male";"Adult";"No";670
"1119";"Crew";"Male";"Adult";"No";670
"1120";"Crew";"Male";"Adult";"No";670
"1121";"Crew";"Male";"Adult";"No";670
"1122";"Crew";"Male";"Adult";"No";670
"1123";"Crew";"Male";"Adult";"No";670
"1124";"Crew";"Male";"Adult";"No";670
"1125";"Crew";"Male";"Adult";"No";670
"1126";"Crew";"Male";"Adult";"No";670
"1127";"Crew";"Male";"Adult";"No";670
"1128";"Crew";"Male";"Adult";"No";670
"1129";"Crew";"Male";"Adult";"No";670
"1130";"Crew";"Male";"Adult";"No";670
"1131";"Crew";"Male";"Adult";"No";670
"1132";"Crew";"Male";"Adult";"No";670
"1133";"Crew";"Male";"Adult";"No";670
"1134";"Crew";"Male";"Adult";"No";670
"1135";"Crew";"Male";"Adult";"No";670
"1136";"Crew";"Male";"Adult";"No";670
"1137";"Crew";"Male";"Adult";"No";670
"1138";"Crew";"Male";"Adult";"No";670
"1139";"Crew";"Male";"Adult";"No";670
"1140";"Crew";"Male";"Adult";"No";670
"1141";"Crew";"Male";"Adult";"No";670
"1142";"Crew";"Male";"Adult";"No";670
"1143";"Crew";"Male";"Adult";"No";670
"1144";"Crew";"Male";"Adult";"No";670
"1145";"Crew";"Male";"Adult";"No";670
"1146";"Crew";"Male";"Adult";"No";670
"1147";"Crew";"Male";"Adult";"No";670
"1148";"Crew";"Male";"Adult";"No";670
"1149";"Crew";"Male";"Adult";"No";670
"1150";"Crew";"Male";"Adult";"No";670
"1151";"Crew";"Male";"Adult";"No";670
"1152";"Crew";"Male";"Adult";"No";670
"1153";"Crew";"Male";"Adult";"No";670
"1154";"Crew";"Male";"Adult";"No";670
"1155";"Crew";"Male";"Adult";"No";670
"1156";"Crew";"Male";"Adult";"No";670
"1157";"Crew";"Male";"Adult";"No";670
"1158";"Crew";"Male";"Adult";"No";670
"1159";"Crew";"Male";"Adult";"No";670
"1160";"Crew";"Male";"Adult";"No";670
"1161";"Crew";"Male";"Adult";"No";670
"1162";"Crew";"Male";"Adult";"No";670
"1163";"Crew";"Male";"Adult";"No";670
"1164";"Crew";"Male";"Adult";"No";670
"1165";"Crew";"Male";"Adult";"No";670
"1166";"Crew";"Male";"Adult";"No";670
"1167";"Crew";"Male";"Adult";"No";670
"1168";"Crew";"Male";"Adult";"No";670
"1169";"Crew";"Male";"Adult";"No";670
"1170";"Crew";"Male";"Adult";"No";670
"1171";"Crew";"Male";"Adult";"No";670
"1172";"Crew";"Male";"Adult";"No";670
"1173";"Crew";"Male";"Adult";"No";670
"1174";"Crew";"Male";"Adult";"No";670
"1175";"Crew";"Male";"Adult";"No";670
"1176";"Crew";"Male";"Adult";"No";670
"1177";"Crew";"Male";"Adult";"No";670
"1178";"Crew";"Male";"Adult";"No";670
"1179";"Crew";"Male";"Adult";"No";670
"1180";"Crew";"Male";"Adult";"No";670
"1181";"Crew";"Male";"Adult";"No";670
"1182";"Crew";"Male";"Adult";"No";670
"1183";"Crew";"Male";"Adult";"No";670
"1184";"Crew";"Male";"Adult";"No";670
"1185";"Crew";"Male";"Adult";"No";670
"1186";"Crew";"Male";"Adult";"No";670
"1187";"Crew";"Male";"Adult";"No";670
"1188";"Crew";"Male";"Adult";"No";670
"1189";"Crew";"Male";"Adult";"No";670
"1190";"Crew";"Male";"Adult";"No";670
"1191";"Crew";"Male";"Adult";"No";670
"1192";"Crew";"Male";"Adult";"No";670
"1193";"Crew";"Male";"Adult";"No";670
"1194";"Crew";"Male";"Adult";"No";670
"1195";"Crew";"Male";"Adult";"No";670
"1196";"Crew";"Male";"Adult";"No";670
"1197";"Crew";"Male";"Adult";"No";670
"1198";"Crew";"Male";"Adult";"No";670
"1199";"Crew";"Male";"Adult";"No";670
"1200";"Crew";"Male";"Adult";"No";670
"1201";"Crew";"Male";"Adult";"No";670
"1202";"Crew";"Male";"Adult";"No";670
"1203";"Crew";"Male";"Adult";"No";670
"1204";"Crew";"Male";"Adult";"No";670
"1205";"Crew";"Male";"Adult";"No";670
"1206";"Crew";"Male";"Adult";"No";670
"1207";"Crew";"Male";"Adult";"No";670
"1208";"Crew";"Male";"Adult";"No";670
"1209";"Crew";"Male";"Adult";"No";670
"1210";"Crew";"Male";"Adult";"No";670
"1211";"Crew";"Male";"Adult";"No";670
"1212";"Crew";"Male";"Adult";"No";670
"1213";"Crew";"Male";"Adult";"No";670
"1214";"Crew";"Male";"Adult";"No";670
"1215";"Crew";"Male";"Adult";"No";670
"1216";"Crew";"Male";"Adult";"No";670
"1217";"Crew";"Male";"Adult";"No";670
"1218";"Crew";"Male";"Adult";"No";670
"1219";"Crew";"Male";"Adult";"No";670
"1220";"Crew";"Male";"Adult";"No";670
"1221";"Crew";"Male";"Adult";"No";670
"1222";"Crew";"Male";"Adult";"No";670
"1223";"Crew";"Male";"Adult";"No";670
"1224";"Crew";"Male";"Adult";"No";670
"1225";"Crew";"Male";"Adult";"No";670
"1226";"Crew";"Male";"Adult";"No";670
"1227";"Crew";"Male";"Adult";"No";670
"1228";"Crew";"Male";"Adult";"No";670
"1229";"Crew";"Male";"Adult";"No";670
"1230";"Crew";"Male";"Adult";"No";670
"1231";"Crew";"Male";"Adult";"No";670
"1232";"Crew";"Male";"Adult";"No";670
"1233";"Crew";"Male";"Adult";"No";670
"1234";"Crew";"Male";"Adult";"No";670
"1235";"Crew";"Male";"Adult";"No";670
"1236";"Crew";"Male";"Adult";"No";670
"1237";"Crew";"Male";"Adult";"No";670
"1238";"Crew";"Male";"Adult";"No";670
"1239";"Crew";"Male";"Adult";"No";670
"1240";"Crew";"Male";"Adult";"No";670
"1241";"Crew";"Male";"Adult";"No";670
"1242";"Crew";"Male";"Adult";"No";670
"1243";"Crew";"Male";"Adult";"No";670
"1244";"Crew";"Male";"Adult";"No";670
"1245";"Crew";"Male";"Adult";"No";670
"1246";"Crew";"Male";"Adult";"No";670
"1247";"Crew";"Male";"Adult";"No";670
"1248";"Crew";"Male";"Adult";"No";670
"1249";"Crew";"Male";"Adult";"No";670
"1250";"Crew";"Male";"Adult";"No";670
"1251";"Crew";"Male";"Adult";"No";670
"1252";"Crew";"Male";"Adult";"No";670
"1253";"Crew";"Male";"Adult";"No";670
"1254";"Crew";"Male";"Adult";"No";670
"1255";"Crew";"Male";"Adult";"No";670
"1256";"Crew";"Male";"Adult";"No";670
"1257";"Crew";"Male";"Adult";"No";670
"1258";"Crew";"Male";"Adult";"No";670
"1259";"Crew";"Male";"Adult";"No";670
"1260";"Crew";"Male";"Adult";"No";670
"1261";"Crew";"Male";"Adult";"No";670
"1262";"Crew";"Male";"Adult";"No";670
"1263";"Crew";"Male";"Adult";"No";670
"1264";"Crew";"Male";"Adult";"No";670
